WayID|PointID|Rotation|Top5PlaceIndex
22824524|245735337|0|[135 151  92 120  67]
4865506|804807720|0|[ 94 120 130 151 135]
8037972|60093949|0|[151  67 115 162  62]
4746963|25436806|0|[120 135  94 151  32]
173020957|1838501034|0|[115 151  57 138 204]
27784051|738068757|0|[170 160 173 199 201]
220495590|1161639064|0|[130  94  13 191  32]
4365369|12197090|0|[138 195  57 115  67]
4288154|2349095297|0|[166  76  32  34 110]
23505855|254574856|0|[ 92 151 135  60 148]
13868297|1244844062|0|[151   2  60  67  92]
148947481|2478729124|0|[151  60  13 135  92]
8394140|3099721994|0|[151 120  13  94 130]
12897691|118242865|0|[ 52  76 164 151  67]
50551524|26197109|0|[151  92 135  67  60]
12896244|118238523|0|[115 151  67 104  32]
217162049|2264574100|0|[ 90  92 135  47  65]
4364900|1686375191|0|[151  13 104 120  67]
4356806|4617206790|0|[151  67 141 204  52]
11020678|243782460|0|[151 135  76  60  94]
10133117|83594478|0|[ 79  67  92 148 131]
23245270|5277517867|0|[135 151  60  67  92]
53581768|2454746785|0|[186 131 137  67  79]
4641219|391661407|0|[135 151  13  67 130]
32979074|371470775|0|[151  92  60 135   2]
26380852|4225998685|0|[151 130  94  13 115]
4951641|3215888113|0|[151  60  13 143  92]
33572567|36668870|0|[ 67 151 204 164  43]
8363531|68242972|0|[151  67  57 204 135]
28890023|566128809|0|[151  94  57 204  13]
4407169|1343435655|0|[151 120  92  60 104]
4956042|27284978|0|[151  92 135  94  67]
3110738|620066|0|[115 151 204 104  80]
44380073|1094605353|0|[151 135  13  60  57]
5027157|3400366600|0|[ 60 151  92 191   2]
43649846|5278620884|0|[ 60  94 151 130  92]
287112564|104062811|0|[ 92 151  79  31  60]
2428138|2538223478|0|[ 67 151  79 186 131]
45833941|11079568|0|[130  32  94  92  60]
438319268|874823385|0|[ 60 133 130  92 143]
4058924|365158275|0|[135  92  60  79  67]
8181081|68325285|0|[151  60 135  13  94]
22977607|2318240258|0|[151  94  57  13 130]
15222578|150622369|0|[ 67 204 164 151 141]
4240301|25321874|0|[151 115  94  13 130]
26567136|10710886|0|[ 24  71 167 112  20]
4341538|26430071|0|[151 148 191  67  92]
25121045|273509332|0|[ 67 164  71 204 118]
293465372|35959946|0|[131 194  91 204  55]
2947|2404145428|0|[151  94  57  13  67]
108515957|1244831326|0|[151  92 135 120  94]
4704419|29933315|0|[151 115 120  67 104]
35266666|26145468|0|[151 120  94  67 115]
25904399|282571111|0|[ 92  60 135  52  31]
10374625|2686171933|0|[ 79  67  92 141  74]
4408757|2516695073|0|[151 115 130  94 142]
8610057|61275574|0|[ 67 115 151 204 162]
3997652|20961093|0|[115  67 151 104 120]
174193630|1849094952|0|[135  13 151  32 130]
31264905|92740126|0|[ 60 151  92 143 135]
4976055|4573233879|0|[151   2  92  60  13]
495724667|1488974241|0|[ 60  92 135 151 120]
13898682|130889095|0|[151 115 135  43  67]
237405800|12893542|0|[135   3  92  52 190]
314499882|1885068222|0|[ 67 135  76 151  94]
54266034|684347830|0|[ 60  94 151 135  92]
5728723|43396512|0|[151   2  60  13  92]
36120829|421839144|0|[151 120  92 199  67]
30733429|585209626|0|[151 115  67  13 104]
4324103|25277225|0|[151  13  32 115  94]
192339946|227779|0|[ 60  92 151 135  79]
244220880|60882203|0|[151  67 120 104 115]
5218740|36712291|0|[151 115  94 120  32]
4377609|1835593834|0|[151  67   2  13  92]
4252417|198177|0|[151  92  94 135  13]
3997625|20961330|0|[130 133  32  60 143]
13854135|3453736895|0|[151 135  13 120 130]
4772452|279006687|0|[151  67 115  60 204]
52489930|701001447|0|[170 160 173 199 201]
366078296|3700647401|0|[170 160 173 199 201]
23074752|249068721|0|[151 120  67 104 115]
17940488|21662121|0|[151  94 135  13  60]
78165848|918192728|0|[151  92 120  67 135]
5045836|1150694031|0|[151  92  60 135  13]
9546145|73820416|0|[151  67 120 104 115]
4356098|107800|0|[ 32 130  60  13   2]
11297988|100417695|0|[151 120  60  92  13]
4748247|585233419|0|[151  67  92 135  79]
4769327|418810448|0|[151 120  92  60  13]
168555816|1798022531|0|[135  67 131  79  38]
4364725|26975783|0|[ 92  60 151  79 191]
205000158|1277522465|0|[ 92 151  67  79  60]
51174237|652802166|0|[ 94 130  13  57  32]
50132708|60269654|0|[ 92 191 135  60   1]
34925183|36102157|0|[ 67 151  92 131  79]
20499695|219432397|0|[ 67 151 164 204  43]
7971276|5142901363|0|[ 22 116 155 176  82]
10324710|1881012129|0|[ 52 184 171 143 130]
25695219|118298453|0|[ 60 151   2  67 135]
41911484|380264339|0|[130  60  94  92  32]
22990659|1136360109|0|[139 204 142  67 195]
47698766|606932971|0|[ 80 187 155 204  67]
4766889|30444850|0|[115 151  67 104  94]
5027497|27056014|0|[151 204  43  67  80]
5105544|34923119|0|[151 120  67  43 104]
37291259|35787286|0|[151  67 120  92  43]
50408566|4408200319|0|[120  98  94  13 151]
4253802|3494677619|0|[ 94  76 135 130 151]
28126089|21640671|0|[151  67 204  71 115]
4254088|1237057164|0|[191  92 148  60 185]
44830641|383239577|0|[170 160 173 199 201]
503189069|3942430056|0|[ 60 135  92 151  52]
154083843|1666813880|0|[151  67  92  43 120]
1928247|1654941123|0|[ 92 151  60 191 120]
5227865|36728179|0|[ 67 204 131 141 186]
317585461|2627280535|0|[  7   0  32 143  21]
5571479|41316662|0|[115 151 120 104  67]
30498693|25885425|0|[151 115  56 120 104]
4302809|1983607511|0|[135  76 151  52 120]
12863194|117863556|0|[151  94  67  13   2]
315413399|25895848|0|[ 92 151  67  60  94]
211335586|2213457190|0|[ 92  79 186  67 131]
13868361|1596766806|0|[  2 151  13  57  67]
4562271|18130231|0|[130  32 151  13  60]
36738637|46169271|0|[ 92  79  67  60 135]
4402792|1333929707|0|[204 164  67 151 138]
45170545|32552586|0|[ 67 151  92 164 131]
4764536|2263383645|0|[ 32 130 151  94 120]
14489865|4904305444|0|[191 133  31 180 140]
109879542|1256794024|0|[ 79  67  25  78 131]
549463995|12779182|0|[191  60  92 151 148]
78165822|918192607|0|[151 120  92  94 104]
207808761|243065|0|[ 60 191 148 151 130]
23023390|248230126|0|[151  67 204 115  71]
47387635|128599042|0|[ 67 120 151 164  43]
38253751|1970759091|0|[ 92 135 151  52  60]
8147902|25421035|0|[151  60  94 130  56]
132029087|1452760918|0|[ 92  79 135  60 151]
243779080|3023435135|0|[115 104 151  67  94]
4268613|1569077656|0|[135  92  67  79 131]
4335345|26385386|0|[ 94  91 195 194 130]
4338820|918066022|0|[204  67  52 164 187]
10054718|82623697|0|[151  67  43  60 115]
57384148|3260953885|0|[ 92  60 151 135 120]
4775585|30528118|0|[ 67  79  92 151 141]
14388761|140387802|0|[151 104  67 120 115]
4075355|1910313834|0|[ 67 204 151 164  43]
39044824|465737388|0|[151  94  67  92  13]
10439108|89385371|0|[151 120 104  67  13]
23109642|5098965176|0|[181 138 104  52 135]
5108535|34971738|0|[115 151 104  67 204]
16734647|173023499|0|[170 160 173 199 201]
5172029|35958844|0|[204 131  38 141  83]
48615791|31388149|0|[ 94 166 130  32 120]
38697241|29566026|0|[ 60  92 151 135 143]
10375668|5279527763|0|[ 67 204 191 142  57]
35962220|81602078|0|[151  67 135 120 104]
24249965|4672118022|0|[135 120 151  76  94]
13874277|130256307|0|[ 92 151  60 191 120]
7971158|21587935|0|[151  67  43 115 104]
419114924|25477049|0|[  2 151 130  60  13]
23255457|1887551027|0|[151  94  57  13  67]
27820437|4534666468|0|[ 32 151 130  94 115]
14765913|145727343|0|[151 135  13 120 143]
14008970|1818606715|0|[151  60  92 135 130]
413046623|4690985015|0|[133 143 130  92  52]
4261888|25572587|0|[135 120 151  94  52]
8297009|1179913168|0|[151  13 191  25  98]
9171773|68230167|0|[151  92  67 120 135]
5081400|34555749|0|[135 142 151  67 141]
2532355|26416452|0|[ 67 151 204 164  43]
10269766|85843914|0|[151  60 135 120 130]
8318238|124247847|0|[ 92  60  52 151 135]
22756648|244212533|0|[142  52 139 143  28]
5027277|259076139|0|[  2 148 151 191 130]
14182209|283249668|0|[142 135  67 151 141]
22754383|1785641253|0|[ 92 191 151 148  31]
280251136|4223730432|0|[151 135  67 204 139]
4278776|25696903|0|[151  67  94 115 104]
4799301|4972877724|0|[ 60 151  92 191 135]
26643981|689549019|0|[151 120  13  67  92]
47009514|360896229|0|[ 67 151 204  94 135]
5929481|18061624|0|[151 135  94 130 120]
4260082|4314934300|0|[ 79  67 151  92 135]
31825375|4011872195|0|[151 135  92  67  60]
23141896|249895535|0|[151  92  67 120 148]
82257516|1185886760|0|[ 60 151  92 130 143]
38900541|1014649631|0|[130  60  94  13 143]
9953578|1561852396|0|[151  67  92 204  79]
7225349|1938819292|0|[75 81 32 57 13]
3344906|16473185|0|[166 191  32 143 130]
49600361|68337847|0|[ 60 151  92 135 143]
10699771|94960227|0|[ 92  79 196 151   6]
22662770|243074450|0|[151  67 115 104 120]
22726025|3203507|0|[ 67 151  57 115 133]
315654275|30991631|0|[ 92  79  60 131  53]
22995820|247915768|0|[151  92  67 135  60]
10068957|5184280856|0|[151  92  60  79 196]
4970503|32929611|0|[151  13 120 104  98]
132028506|1452742009|0|[151 115  67  55 104]
87096529|1012898619|0|[151 120  67 135 115]
5782923|45218050|0|[151  67 120  94 115]
355467029|298031146|0|[ 92 148 191 151 185]
49600358|1829891897|0|[151  60  92   2 148]
209443758|2312152771|0|[ 38 135  79  67 141]
9545636|73813932|0|[151  60 120  92  67]
8407490|1754827440|0|[151  67 204  71 115]
24942190|101302344|0|[151  94  13 104 130]
4448771|1235688102|0|[ 94  52 130 105  57]
22656546|243045863|0|[151 120  92 115  94]
566873515|265901815|0|[151 135  94 130  13]
3998353|1721679015|0|[ 60 130 143  32  94]
165299722|1768596302|0|[151 120 140  60 191]
485262514|299183|0|[140 151 191   2 130]
20327125|215845093|0|[151  94  13   0 204]
2261948|1472344777|0|[ 92  76 135  87  60]
8393997|4295416213|0|[151 120  94  92 135]
3468950|16172332|0|[151   2  92  13  60]
10277690|86115951|0|[151  67 204 162 115]
4951789|32656906|0|[ 92 151 191 120 148]
8318239|129943658|0|[151 135 120  67  94]
12862761|117856656|0|[151  92  60  67 120]
5027639|1187055830|0|[151  67 204  79   6]
395921209|309545236|0|[135 167   1  52  19]
22676907|243235593|0|[ 94 151 135 130  56]
8049930|3506677254|0|[151  60  92  13 135]
105021586|4394946629|0|[ 92 130  60  52 171]
184939646|5113974978|0|[ 92 151 135  60  67]
8408971|27144343|0|[151 120  92  94  13]
23506165|254577317|0|[151 135  67  60 143]
17106285|177649121|0|[151 120 135  67  60]
44647308|250351298|0|[ 92  60 151 135 191]
35436522|492044179|0|[166  94 130 120  32]
8431600|28800411|0|[ 60 151  92 191 148]
10069153|4273036016|0|[ 67  94 151 120 115]
156734009|4337666118|0|[ 67 151  57  13 115]
2648784|4308936506|0|[ 92  79 151  67 186]
17281487|2748621133|0|[151 191  67 148  92]
4624728|251478866|0|[ 60  92 151 135  67]
20223315|213898537|0|[151  94  56 115  60]
4746966|197250|0|[151  92 120  60  67]
16770119|173408866|0|[ 67 151 120   2 164]
8398623|26560687|0|[ 57  13 130  32 151]
10712878|95110560|0|[151  67 115  80 104]
5171960|35958536|0|[151  67 164 204 162]
8124692|23711806|0|[151  60  92 120 135]
465701873|24501901|0|[ 60 151  67  92  79]
4995424|2883857571|0|[151  60  92 191 148]
431622119|4314001206|0|[ 92  60 151 191 148]
27596110|36727473|0|[170 160 173 199 201]
18640954|25473377|0|[130  57  32  13 143]
4077464|1369496980|0|[ 92  79 186 131  67]
4481674|802257712|0|[ 94  13 130 135 151]
17111579|177708870|0|[151  55  80 204  67]
41518094|1389385063|0|[ 57  13 130 140 166]
156202907|1188082564|0|[ 60 151  92 130  94]
21125931|227226362|0|[ 67  52 138 120 151]
5367242|38445572|0|[151  67  94 115 104]
4042742|3471483813|0|[151  92  60 135   2]
78315497|2088026009|0|[ 67  79 186  92 131]
50218848|225155|0|[104 120 115 151  67]
109368421|585233417|0|[ 67 204 151  94 120]
9381240|1437637100|0|[151  67 120 104  43]
2210|769287498|0|[151  92  60  79  67]
3128556|14957028|0|[151  67 120  13  94]
5123513|3319951372|0|[151  92  60 120  67]
161099536|1730967709|0|[ 67 141  28  79 135]
563981547|4878560548|0|[135  60 130  94  92]
11288142|283124296|0|[143 151 135  38  57]
241253345|1691197882|0|[151   2  57 130  94]
548647476|4616623481|0|[ 92 151 191  60 148]
306176547|2194405171|0|[151  67  94 135 115]
10605430|92725127|0|[135  52 120  76 151]
22633456|1465882157|0|[151 135  67  79  38]
165229857|1767912382|0|[133 115  41   0  57]
76743085|5455268049|0|[ 79  67  38  78 141]
24497207|266385754|0|[ 67 115 151 104 204]
22696951|2429046861|0|[191  92  60 148 135]
14766807|647104242|0|[ 55  91 204 194  80]
4943872|32579184|0|[151  94 135 130  32]
24777592|2077508945|0|[ 92  60 191  31  25]
8128723|620787167|0|[151  60  67  13 135]
23109689|5104277453|0|[170 160 173 199 201]
178407433|3326724527|0|[151 204  67  57  13]
4428051|21315513|0|[ 94 130 143 135 151]
22814581|245439178|0|[151  67 135 204 143]
49988473|739852449|0|[143 151 141  67  57]
4843387|31193284|0|[151 120  92  60  13]
10603694|4068297743|0|[ 92 135 151  94  13]
156113653|266389645|0|[181 167  52  26 120]
17718426|183620102|0|[151  92  60 120  67]
3995802|20949005|0|[151  60  67 120  92]
87713856|1019990138|0|[170 160 173 199 201]
97213065|21474295|0|[ 67  92 151 135  79]
393285869|420491043|0|[151  92  60 135  13]
22626369|904958759|0|[151  56  60  94 115]
4940328|32544857|0|[151 115  67 104  56]
27707771|304272331|0|[120 115 151 104  67]
389280572|5180459401|0|[170 160 173 199 201]
24547734|266902548|0|[ 60 135 120 151  92]
3671264|18163405|0|[151  67 115 204 104]
2956205|256620379|0|[151  67 120  60  92]
23882707|21427573|0|[ 67 151 204 115  43]
244587679|2816929961|0|[ 94 135 151  52  67]
4787945|24555096|0|[151 135  94 120  13]
5227460|36725043|0|[151  94  67 120  92]
4073121|4204662689|0|[151  13 115 104  98]
5116536|35217416|0|[ 92 151 120  94  60]
13868682|130198103|0|[164 151  67  43 204]
74664087|27241340|0|[115  32  94 130 133]
6008175|4376179225|0|[130  13 151  94 143]
34140259|36086741|0|[151  92  60 120  94]
23072430|248975746|0|[ 57 138  13 104 195]
170335502|1814908865|0|[ 67  79 141 135  78]
22884890|114243737|0|[151  32  13 115 104]
8133955|21580624|0|[151  60  92  67 120]
24476775|687183964|0|[151  60  92 135  67]
83389894|970783315|0|[ 94 130 151 135  13]
33121457|373939914|0|[151  92 120 191  60]
5027869|1852654074|0|[ 52  73 187  67 204]
4876731|31499460|0|[ 67 151 204 115 120]
4981901|856374252|0|[ 57 151  13 204  94]
43035175|36114796|0|[151  67  79  92 204]
60905395|762350778|0|[151  67  57   2  94]
5368473|38457429|0|[ 94 115 162  57 104]
23062963|248874176|0|[115  67 151  56 104]
26936458|2497722647|0|[ 67 135 151 204 131]
4422804|26389081|0|[ 60 151 130  13  32]
245608732|12197724|0|[ 60  92 191 140 142]
24841813|35112755|0|[142 151  67 204 143]
4487090|38417499|0|[ 92  60 151 191 135]
4267961|25616513|0|[151  67 204 120 115]
382948555|1890308438|0|[170 160 173 199 201]
13868133|130189395|0|[ 67 151  57 204  94]
4709799|29981315|0|[ 92 160 201 135  82]
8385119|26199151|0|[120 135 143  57  25]
24472079|1952362919|0|[ 67 151 204 135   2]
4210425|24912019|0|[151  67   2 135 204]
25195425|274670303|0|[151 135  92 172  94]
4439953|3939208419|0|[151  92  60 135  13]
23340659|370600034|0|[170 160 173 199 201]
11918176|145753008|0|[151  13  94 120 135]
340425488|1288398793|0|[151  67 164  94  13]
104374227|1204201689|0|[ 94 120 151 135 142]
4045829|270966|0|[135  67 151  60  79]
32636450|332783101|0|[138 151  67  71 204]
4408648|250352137|0|[ 92  79  60 151 186]
5048194|33826834|0|[151 120  92 135  60]
5196678|36243024|0|[ 92 151  60 135 120]
8169022|1607738728|0|[151  60 143 139 135]
8127757|16574829|0|[151 115  67 104 204]
30809919|105662222|0|[151  67 135 115 143]
4709809|224091526|0|[ 92  79  60  67 151]
5216955|29685445|0|[151  92  42  67 133]
4044626|5222541026|0|[ 67 204 151 120  57]
15131621|149521549|0|[120 151 135 104  94]
153994384|2736462133|0|[ 92  79 202 170 193]
3678097|18237708|0|[ 92  67  79 151  31]
2876892|5463724741|0|[151 130  94 104  13]
4045679|19107954|0|[175  39  88  27 166]
32730037|368293969|0|[ 67 204  55 151  79]
4704417|29933307|0|[151  67 120  94 104]
22616555|1142071171|0|[ 92 196  31 135  63]
13871243|130234737|0|[151  94 135 130  13]
5172010|1696578576|0|[151  92  60 148 191]
3618222|7992370|0|[151  13  67  94   2]
32792997|95946105|0|[ 67 135 151 204  60]
13780236|5317915561|0|[ 92 135  94 130  60]
4082558|21665378|0|[166 124  49  36   2]
4794275|1333401130|0|[120 135 151  94 104]
175606861|1716108755|0|[ 67 204 151 164 141]
4018156|21300851|0|[151  60  67  92 148]
30899203|343528582|0|[ 52  76  67 151 135]
3648117|877904080|0|[ 67 131  28 135 141]
8415885|130196074|0|[151  60  92 148 191]
33567828|383361417|0|[ 79  67  92 131 186]
305295761|195950092|0|[ 92  60 151 191 120]
4444464|27288744|0|[ 92 151  60 135  79]
4263411|25583124|0|[135  92  60 160 151]
4678413|1961705899|0|[ 92 135  94  60  76]
4392619|26838239|0|[ 52  92  94 130 135]
41937249|1919768803|0|[151  94 135 130  13]
22979070|250687957|0|[151 120  60 135  67]
8119365|25422473|0|[166  94 151  32 104]
2954712|628894|0|[151  92  94 106  41]
6117286|50605969|0|[120 151  94  67 135]
105774977|43460817|0|[16 79 78 67 25]
4293986|1993811878|0|[151   2  67  57   6]
27288865|1666726302|0|[138 204  67 195 164]
48483026|171612971|0|[135  76 120  94 143]
183454770|1938240185|0|[ 60 130  94 135  13]
12862895|117858672|0|[151  52  94 120 130]
31822437|356286880|0|[135 133 130 143  94]
13868542|27351517|0|[151  60 135  67  92]
203933732|1447898985|0|[ 28  80  67  91 186]
23265598|683134443|0|[ 67  60 151 204 131]
10699258|94926111|0|[135 151  94 120  52]
1555|4316563405|0|[120 151 135  60 104]
5820364|383721997|0|[135  92 151  67 120]
58602422|725990424|0|[170 160 173 199 201]
513137033|529742640|0|[120 151 104 115 135]
45942475|585233405|0|[151 120 104  98 115]
5064264|34097363|0|[ 67  25 151 135 138]
22987516|1848539219|0|[ 92 151  60 135  94]
468720690|1947324474|0|[  2 172  60  52 124]
