WayID|PointID|Rotation|Top5PlaceIndex
10507801|90418366|0|67
10139381|2455306515|0|151
17110072|177692787|0|151
10441166|89406102|0|92
7975704|59658182|0|92
23060018|248947864|0|120
13710511|126479173|0|151
4345688|26467186|0|151
5227815|36727988|0|170
4209588|21568363|0|60
18935700|195947054|0|142
13871759|130238923|0|60
110459080|645184954|0|151
4968903|1438186062|0|92
8298170|18161499|0|151
254019976|2598563157|0|151
35339928|414239431|0|67
45728583|582473218|0|67
260625512|249564336|0|60
29039451|128109494|0|67
371155228|108035343|0|130
2623041|11730492|0|60
4340872|25475668|0|151
25409154|276917630|0|57
5924485|18059999|0|135
4253409|2356521657|0|2
4481676|469456545|0|151
5596962|18045489|0|57
4257241|294651426|0|135
42022406|75850332|0|67
4621586|27603997|0|92
4430790|25811383|0|151
4798248|3263852264|0|151
5001043|110296294|0|151
5897969|48202135|0|57
4865551|25150758|0|115
4209570|256778489|0|151
5027467|4013658555|0|151
7583733|3209773565|0|130
42039296|521895626|0|135
205144805|2151161586|0|1
5403206|38876122|0|140
4396414|1707637336|0|60
10697983|94901461|0|115
4868399|25947605|0|151
24398128|264797448|0|151
43313545|1451683486|0|115
4843298|936361778|0|151
3993339|36504867|0|92
4312388|25695478|0|115
13854051|129942624|0|92
9949660|444121713|0|151
4058949|4986522273|0|151
23252068|1447130056|0|204
13715751|390321167|0|94
304105855|1071593885|0|191
9183898|68355742|0|60
3789895|18874395|0|151
13006495|119628762|0|92
4999968|1138026497|0|60
22746803|244053499|0|151
4931272|25446593|0|120
4850337|1128258249|0|151
44061131|3517350204|0|76
25689107|250691575|0|151
23731856|257015695|0|151
6150430|278557232|0|92
538868044|1164896805|0|60
88842254|196372|0|135
23196008|2153331256|0|151
5740438|43692630|0|67
23253593|1695296781|0|167
5180239|5298102849|0|67
42945853|537997581|0|151
276854|214184|0|151
318509704|773538550|0|166
42032328|521660029|0|92
262419159|2680811201|0|92
4352143|1342143018|0|130
4296111|1446290735|0|56
12694442|115965221|0|170
385640696|3889758750|0|151
3319600|4360608298|0|32
502122977|25545365|0|191
224336244|1478963153|0|67
796841|247074833|0|135
4268605|25632462|0|67
11664734|104316814|0|94
4311943|3714379379|0|115
23516875|254674976|0|151
4515548|18042027|0|2
2953918|1071661333|0|151
78313306|919470891|0|151
4014437|1628969955|0|170
304140270|1531131542|0|92
192537900|3960272203|0|92
24640115|25264479|0|151
35921008|419882933|0|151
156304863|1736768597|0|92
4854479|27480667|0|151
9709775|76602504|0|151
11824735|3096302748|0|151
12536905|3054474119|0|67
167994950|26682999|0|92
2869|647057|0|151
276855|198692|0|151
5227450|392794410|0|151
4300417|3357445428|0|151
4253761|266325842|0|151
7979851|59728373|0|151
37733373|114644467|0|131
51442601|1064762340|0|94
4969825|32922329|0|87
5002612|33228968|0|151
144718992|295743|0|67
34433569|668048537|0|67
4877670|31508645|0|60
8391784|26373564|0|151
42432131|1648182469|0|67
25114|2117958632|0|115
165229865|1767912335|0|151
4369320|26675355|0|19
544197465|25446649|0|151
5227563|36726176|0|151
17513368|436172418|0|57
8364112|84852048|0|130
14437181|2578590287|0|60
4303514|25973055|0|151
21399542|230128369|0|67
4393327|75189646|0|151
48793959|619125749|0|170
7953982|59325570|0|92
4398656|26389449|0|60
19848780|1439691651|0|151
48660079|4528675993|0|92
7547595|3864134313|0|151
91386627|3209456965|0|151
154639596|1671408772|0|146
34039951|1013652489|0|151
35769988|2020498486|0|151
5857245|1691258557|0|67
540049417|249871266|0|92
4034710|1671182747|0|151
38160758|92745240|0|60
22722628|243726087|0|120
8388769|3907722196|0|67
137521442|1508464355|0|133
23069708|1201124723|0|151
4288624|1371250359|0|135
4439898|27240944|0|151
8098587|249544427|0|67
5060038|3927993530|0|151
4622783|1413899694|0|135
21359567|229738626|0|170
2956923|2813959102|0|38
13856905|129991375|0|151
29465438|1718526419|0|135
6277975|34214584|0|151
6019153|266747515|0|151
4488650|27510402|0|151
7977818|4610771213|0|19
121375102|2114953147|0|151
37591028|26992925|0|135
556792821|249200722|0|92
53574516|676792286|0|139
13713796|5384467337|0|92
4341501|5216850733|0|151
5103844|1562895472|0|87
8115312|60870640|0|151
4373620|1596025397|0|131
18520643|191033407|0|151
4987977|1684049596|0|151
6232895|52047104|0|151
8400162|1261962540|0|151
109430029|1432058649|0|151
35918832|419859030|0|16
23269136|251815556|0|67
373925672|3326725452|0|141
5172627|296382877|0|67
9820141|2458578493|0|67
171920533|1838501042|0|92
5123521|35351889|0|135
63668942|1617991794|0|151
41393895|2687626363|0|79
4239854|25317877|0|151
551183096|1186281968|0|151
23062616|248865400|0|151
5245045|36931513|0|151
4772436|30491931|0|67
59624807|4966656707|0|94
4317333|26159204|0|170
10695667|94826513|0|92
8115395|60871583|0|151
4274503|4452500422|0|67
4492278|2327523201|0|67
10492549|90199183|0|92
20444042|218239800|0|151
11665828|104326567|0|151
13873593|2030900246|0|151
9379730|71206644|0|151
4075390|480039|0|151
5044804|199353960|0|60
8115376|60871214|0|151
550750081|208533511|0|151
376106776|3794889792|0|183
40759032|38458699|0|67
15222073|150615616|0|170
366826556|3708025257|0|92
85865481|996643115|0|151
25033175|3227821132|0|135
30830818|4309205130|0|115
17107486|596687019|0|151
5039360|33717265|0|2
3043698|1601520504|0|120
27575911|22514462|0|151
157291491|1695018413|0|135
5082639|2012387149|0|151
15093945|82624493|0|151
5789761|45441933|0|67
13044037|21668656|0|151
41151576|502426210|0|151
4848197|9840659|0|79
37576212|641481867|0|92
209694854|2454411456|0|67
233149260|2296482038|0|131
106154076|2769714678|0|92
23451412|253977957|0|52
8009935|59932195|0|151
25755925|149311534|0|151
535726680|2855188859|0|151
217562485|2800562804|0|170
4280530|25703656|0|115
31437652|350687693|0|166
17269632|178928508|0|151
4617114|29281238|0|151
46699991|33206257|0|130
13871974|130240618|0|135
4306268|5217232638|0|151
156708561|1689262383|0|151
164060404|1757218645|0|151
421488086|2080024669|0|120
61904430|279651308|0|151
17453139|180616559|0|120
4336474|5242021969|0|151
3565043|17415710|0|151
514038696|26477735|0|92
4819093|21494325|0|60
315817696|30838311|0|79
47302735|602567098|0|172
22696864|243460943|0|151
3755030|1457323352|0|67
5365303|3632466882|0|151
226111774|294794|0|166
13868311|269135546|0|151
246418404|1363767142|0|135
4317366|26158439|0|67
4004568|2467568444|0|142
8138649|25618518|0|79
525263906|2458131041|0|151
4872126|31453647|0|19
209730200|4063666224|0|60
50402903|662955916|0|60
26370695|130240645|0|151
22925033|246840808|0|67
243896852|206288551|0|151
11023308|2195927209|0|67
23332922|1646603532|0|67
28400717|291951644|0|32
11290732|5370445867|0|143
176022355|2650894704|0|151
4764070|30428923|0|115
4322394|1363703720|0|19
4256268|25502145|0|67
5215733|36668642|0|135
4240576|25323386|0|130
23732522|2988716854|0|135
162782554|1746043385|0|115
3665969|5008385748|0|151
31662672|279547950|0|92
27744042|304652439|0|151
22392467|240739632|0|170
5200426|5198454161|0|151
161635394|1670610093|0|92
2809956|256694884|0|151
204042358|2509624320|0|151
217997999|250856351|0|115
4908203|1495158840|0|151
8362781|25416221|0|170
8363147|76597680|0|151
4263059|251505423|0|67
33558175|893590442|0|67
8260470|407098828|0|151
17349223|179678980|0|67
169832170|1454301568|0|92
22781100|244726450|0|151
8609889|547323335|0|115
28707249|315564383|0|191
191253688|2018396602|0|79
5571646|41318062|0|151
5254585|14863312|0|151
9927462|81212082|0|151
3185074|1601278205|0|115
13856913|129991457|0|141
5051764|1524114860|0|92
357253715|293694426|0|148
5742400|43722942|0|115
5027372|27542985|0|67
10068560|82743510|0|170
8049923|1195825560|0|151
45407647|291719713|0|60
10069629|82752248|0|151
4038757|21381885|0|151
13003407|5318942914|0|94
3238174|15870752|0|151
30060843|26425252|0|52
73832766|873734233|0|151
493711859|4855921019|0|60
9372965|71091356|0|151
4234563|4471750931|0|151
31652808|91836897|0|151
4574989|255704952|0|92
38166454|612553297|0|60
40927808|108596|0|191
5810616|428040956|0|151
4992593|3946028101|0|181
27752931|71049577|0|67
155328919|1677329129|0|135
210324553|199548|0|92
82993802|1934427596|0|151
7998307|25499955|0|38
14388962|140394573|0|151
4260239|3272782433|0|2
51894910|662244990|0|52
69644167|833223185|0|92
500827885|282590601|0|186
10605587|92746428|0|191
11291577|100336947|0|151
10579880|91844003|0|151
13211548|121863405|0|151
4253153|1947276623|0|2
4429774|27150135|0|135
11844249|106197303|0|151
4430522|25264316|0|135
28469563|312768215|0|151
8081108|363355414|0|151
4256611|3086127513|0|151
56176382|704973997|0|151
26294019|2653739397|0|143
4784298|115968060|0|151
4215188|1446356622|0|52
3784341|18875857|0|151
27680718|247486750|0|170
243778723|17948137|0|151
1743882|3274980852|0|151
41822239|173740457|0|151
5227826|1570779266|0|164
222306005|26373544|0|196
11411225|130240702|0|151
4799402|26842500|0|67
119947036|116107776|0|94
3592228|702707693|0|79
23505234|254569811|0|151
4766151|30438320|0|151
4159302|23707047|0|120
244220883|60882192|0|151
6069515|49982278|0|67
4488675|777192778|0|130
61476716|2142099739|0|151
4288302|1367723067|0|202
2631518|25475922|0|60
562087585|25415500|0|92
23163523|250358379|0|151
4253720|25473057|0|130
34868927|36096163|0|151
