WayID,PointID,Rotation,BeautyLabel,Confidence
4356098,107800,1,1,0.57369214
9546145,73820416,2,1,0.5158157
4748247,585233419,1,1,0.65470856
4748247,585233419,2,1,0.6406597
50839617,1619546002,1,1,0.62845206
190461444,2010969157,2,1,0.5571055
20328033,215863486,2,0,0.54695576
50839617,1619546002,2,1,0.58907837
20328033,215863486,1,0,0.5630378
50132708,60269654,2,0,0.5400547
50132708,60269654,1,1,0.53817314
34925183,36102157,1,1,0.67342913
34925183,36102157,2,1,0.59886545
10324710,1881012129,1,0,0.60445064
10324710,1881012129,2,0,0.5333171
22723767,90270660,2,1,0.53032124
47698766,606932971,1,0,0.5440975
47698766,606932971,2,1,0.61665505
33742487,385978915,2,1,0.57957226
4766889,30444850,2,1,0.52226365
4766889,30444850,1,1,0.5206943
5105544,34923119,2,1,0.5583517
33742487,385978915,1,0,0.5717619
5105544,34923119,1,0,0.5775595
4254088,1237057164,2,1,0.5030505
4254088,1237057164,1,1,0.53910345
44830641,383239577,1,0,0.65431917
44830641,383239577,2,0,0.65431917
13872574,130246994,2,0,0.5157225
13872574,130246994,1,0,0.51770467
317585461,2627280535,2,0,0.5160328
23062383,248859107,1,1,0.52421474
317585461,2627280535,1,0,0.57177925
4302809,1983607511,1,1,0.565758
4302809,1983607511,2,0,0.51185775
264032009,25893687,1,0,0.50483817
4940430,810066549,2,1,0.5052848
211335586,2213457190,1,1,0.60316205
211335586,2213457190,2,1,0.6371224
4940430,810066549,1,1,0.57254255
45170545,32552586,2,0,0.5075583
4764536,2263383645,2,1,0.62048215
4764536,2263383645,1,1,0.5730932
45170545,32552586,1,0,0.53694165
14489865,4904305444,1,1,0.534276
14489865,4904305444,2,0,0.5381324
27292982,339806996,2,0,0.58117837
23023390,248230126,1,0,0.50863534
23023390,248230126,2,1,0.5410943
8147902,25421035,1,1,0.5693264
17112070,704611101,2,0,0.51803833
8147902,25421035,2,1,0.50958174
243779080,3023435135,1,1,0.5104249
243779080,3023435135,2,1,0.52787966
23114700,266746528,2,1,0.53798985
4268613,1569077656,1,1,0.63695836
4268613,1569077656,2,0,0.5120814
23114700,266746528,1,1,0.5995674
4338820,918066022,1,1,0.5134853
4338820,918066022,2,1,0.5897329
14388761,140387802,1,1,0.6263913
17112070,704611101,1,0,0.61471605
57384148,3260953885,1,0,0.5181064
57384148,3260953885,2,1,0.5323306
39044824,465737388,1,0,0.57390296
4075355,1910313834,1,1,0.51017463
4075355,1910313834,2,0,0.5049944
39044824,465737388,2,1,0.56274605
5172029,35958844,2,1,0.6602914
2809955,12779174,2,1,0.6189737
5172029,35958844,1,1,0.5379755
10375668,5279527763,2,0,0.51318157
10375668,5279527763,1,1,0.54475725
24249965,4672118022,2,1,0.51757675
24249965,4672118022,1,1,0.5315343
419114924,25477049,2,0,0.58062905
419114924,25477049,1,0,0.5434265
2809955,12779174,1,1,0.6526716
27820437,4534666468,1,0,0.52878195
27820437,4534666468,2,0,0.53077763
14008970,1818606715,2,0,0.5444907
14008970,1818606715,1,0,0.5691362
4261888,25572587,2,0,0.5616177
4261888,25572587,1,0,0.59057426
8297009,1179913168,1,0,0.540279
8297009,1179913168,2,0,0.59033763
5081400,34555749,1,1,0.5674485
5081400,34555749,2,1,0.6031289
8126947,1597999887,1,1,0.5964699
229188853,26385460,2,1,0.60318893
8126947,1597999887,2,1,0.57651585
22754383,1785641253,1,0,0.59625274
35039993,2390499893,2,0,0.60005724
22754383,1785641253,2,0,0.6255948
26643981,689549019,2,1,0.5750496
4799301,4972877724,1,1,0.54180527
4799301,4972877724,2,0,0.5271471
26643981,689549019,1,0,0.58778816
4260082,4314934300,2,1,0.6225754
4260082,4314934300,1,1,0.5559968
8610331,61279003,1,0,0.51138973
8408966,27144307,2,0,0.57858926
23141896,249895535,1,0,0.53715086
23141896,249895535,2,0,0.5718311
536816139,4360262911,1,0,0.5511261
38197237,2088181072,1,0,0.51095676
13868839,269492220,1,1,0.59985197
9953578,1561852396,1,1,0.54837173
9953578,1561852396,2,1,0.55971545
49600361,68337847,2,1,0.50355244
3344906,16473185,1,0,0.5163467
3344906,16473185,2,0,0.5277812
49600361,68337847,1,1,0.59645844
43931113,252147633,2,1,0.62702894
315654275,30991631,1,0,0.503339
315654275,30991631,2,1,0.5662833
10068957,5184280856,2,1,0.6229565
4970503,32929611,2,1,0.61791176
4970503,32929611,1,0,0.5482167
10068957,5184280856,1,1,0.5072679
87096529,1012898619,2,0,0.5463616
5782923,45218050,2,0,0.511871
5782923,45218050,1,1,0.53316104
87096529,1012898619,1,0,0.55605793
4448771,1235688102,2,0,0.5812812
209443758,2312152771,1,1,0.61980426
49600358,1829891897,1,0,0.5700943
49600358,1829891897,2,1,0.53335524
209443758,2312152771,2,1,0.6095087
9545636,73813932,1,1,0.53164464
9545636,73813932,2,1,0.5169032
22656546,243045863,1,1,0.56494373
22656546,243045863,2,0,0.5397249
485262514,299183,1,1,0.51969635
4341821,26435002,1,0,0.55540264
485262514,299183,2,1,0.5027904
2261948,1472344777,2,1,0.5508388
4044656,3996866172,1,1,0.59025204
23077472,249091642,1,1,0.53176665
2261948,1472344777,1,1,0.54745215
5216922,36683522,2,0,0.50591063
10277690,86115951,2,0,0.50571555
10277690,86115951,1,1,0.5171565
4341821,26435002,2,0,0.5616759
4951789,32656906,1,1,0.5196699
4951789,32656906,2,0,0.5100504
8318239,129943658,1,1,0.50143737
8318239,129943658,2,0,0.515978
395921209,309545236,2,1,0.5259361
22676907,243235593,2,0,0.5499727
22676907,243235593,1,0,0.53695416
395921209,309545236,1,1,0.5258352
8049930,3506677254,1,1,0.5602867
8049930,3506677254,2,1,0.5880451
23273864,878996,2,0,0.5004055
8408971,27144343,1,0,0.55162007
8408971,27144343,2,0,0.52144057
17106285,177649121,2,0,0.5180918
44647308,250351298,2,1,0.5148265
44647308,250351298,1,0,0.60090744
17106285,177649121,1,0,0.5395057
35436522,492044179,1,0,0.5416355
35436522,492044179,2,0,0.55833614
156734009,4337666118,1,1,0.54730535
156734009,4337666118,2,1,0.55676943
2648784,4308936506,1,0,0.58856684
2648784,4308936506,2,1,0.55495524
20223315,213898537,2,0,0.5762924
17281487,2748621133,1,1,0.60314184
17281487,2748621133,2,0,0.61307883
20223315,213898537,1,1,0.5178719
16770119,173408866,2,0,0.68399674
16770119,173408866,1,0,0.60589945
8398623,26560687,1,1,0.5104339
8398623,26560687,2,0,0.50018334
8124692,23711806,2,1,0.54037505
8124692,23711806,1,1,0.51789266
465701873,24501901,1,1,0.5081863
4995424,2883857571,2,1,0.6154481
4995424,2883857571,1,1,0.5795891
465701873,24501901,2,1,0.50429004
27596110,36727473,2,0,0.65431917
27596110,36727473,1,0,0.65431917
23023389,248230124,1,0,0.5215166
231140927,255705829,2,1,0.5720644
20819448,223659231,1,0,0.5432667
18640954,25473377,1,0,0.55659467
41518094,1389385063,1,1,0.6080361
18640954,25473377,2,0,0.5635188
32791946,369516222,1,1,0.5543171
41518094,1389385063,2,1,0.6150963
21125931,227226362,2,0,0.5682978
54961678,177683181,1,1,0.57705957
16788727,5379565730,1,0,0.5682087
6071928,41530151,1,1,0.6018901
4042742,3471483813,2,1,0.58220667
4042742,3471483813,1,0,0.56354123
6071928,41530151,2,1,0.619349
50218848,225155,2,0,0.51161546
50218848,225155,1,0,0.52179605
13856935,129991587,2,1,0.5132789
4211895,24955474,2,1,0.5126654
13856935,129991587,1,0,0.54526937
32394952,4568795423,2,1,0.57584184
3128556,14957028,1,1,0.5272805
3128556,14957028,2,0,0.58561873
161099536,1730967709,1,1,0.5708013
563981547,4878560548,2,1,0.532982
563981547,4878560548,1,1,0.5578701
161099536,1730967709,2,1,0.61747676
306176547,2194405171,1,0,0.50813735
22744806,244022696,1,1,0.61151576
306176547,2194405171,2,1,0.59077233
10605430,92725127,1,0,0.50181407
22633456,1465882157,2,1,0.6583761
22633456,1465882157,1,1,0.57207274
10605430,92725127,2,0,0.5476104
165229857,1767912382,2,1,0.6057354
165229857,1767912382,1,1,0.6277021
285717967,30991121,2,1,0.51335245
22696951,2429046861,1,0,0.51625764
22696951,2429046861,2,1,0.51452446
3715804,1110393750,1,0,0.5062921
22814581,245439178,2,0,0.5458605
22814581,245439178,1,0,0.5349907
49988473,739852449,1,1,0.595912
49988473,739852449,2,0,0.5466729
13778726,128069329,2,1,0.6049168
13778726,128069329,1,1,0.6136553
393285869,420491043,1,1,0.5385633
4448771,1235688102,1,0,0.53538585
87713856,1019990138,1,0,0.65431917
87713856,1019990138,2,0,0.65431917
14182509,135554898,1,1,0.55747306
24547734,266902548,1,0,0.51224357
24547734,266902548,2,1,0.52304995
3671264,18163405,1,1,0.53187686
566885193,26001978,2,1,0.63700026
2956205,256620379,1,1,0.5858529
29429407,324344487,2,0,0.5518934
4439922,27245090,1,1,0.60792387
29429407,324344487,1,0,0.54177815
4073121,4204662689,1,1,0.5938557
4073121,4204662689,2,1,0.5507948
13868682,130198103,2,1,0.53462887
6008175,4376179225,1,1,0.5140714
13868682,130198103,1,0,0.5502254
23072430,248975746,1,1,0.6264417
34140259,36086741,1,0,0.5417894
5153994,35786794,1,0,0.5653448
6008175,4376179225,2,0,0.6104983
34140259,36086741,2,0,0.5498372
4293190,25926906,2,0,0.55369854
226404096,2386866765,1,0,0.50125265
4876731,31499460,2,1,0.5792348
4981901,856374252,2,1,0.5738002
4981901,856374252,1,1,0.51980615
4876731,31499460,1,1,0.60227114
157523794,4827926090,2,1,0.58260447
43035175,36114796,1,1,0.5223593
43035175,36114796,2,1,0.564208
157523794,4827926090,1,1,0.5713207
26936458,2497722647,2,0,0.5005094
26936458,2497722647,1,0,0.50712764
43477246,27420459,2,0,0.5220909
43477246,27420459,1,0,0.5450252
245608732,12197724,2,0,0.52506644
23255316,251657740,2,1,0.64769644
245608732,12197724,1,1,0.59434116
23884986,1665336092,1,1,0.53057784
4709799,29981315,2,1,0.609041
4709799,29981315,1,0,0.53759074
8385119,26199151,1,0,0.52484775
24472079,1952362919,2,1,0.67024726
24472079,1952362919,1,1,0.59071183
8385119,26199151,2,1,0.5446871
25195425,274670303,2,0,0.53265166
25195425,274670303,1,0,0.5642185
23255316,251657740,1,0,0.53106195
9941192,1872593904,2,1,0.61762446
23340659,370600034,1,0,0.65431917
11918176,145753008,2,1,0.54791206
11918176,145753008,1,0,0.5108482
23340659,370600034,2,0,0.65431917
4210425,24912019,2,1,0.5497014
22780295,244656349,1,1,0.6419948
104374227,1204201689,2,1,0.5233274
104374227,1204201689,1,1,0.6378473
4045829,270966,2,1,0.6415436
22780295,244656349,2,1,0.6079105
4045829,270966,1,1,0.5422569
42042822,735150916,1,1,0.55197746
42042822,735150916,2,1,0.56829274
5048194,33826834,2,1,0.62125254
5048194,33826834,1,0,0.6257456
109352901,3656140281,2,1,0.5478104
36972657,59727612,2,0,0.5186001
36972657,59727612,1,0,0.5087561
30809919,105662222,1,1,0.53459287
130751521,1430128029,2,0,0.5205197
130751521,1430128029,1,0,0.52059686
30809919,105662222,2,1,0.58368665
4044626,5222541026,1,1,0.5423644
4044626,5222541026,2,1,0.6111791
4704417,29933307,1,0,0.5366596
4045679,19107954,1,1,0.5262129
139907112,2700336555,1,1,0.5177098
4045679,19107954,2,1,0.51328015
13871243,130234737,1,0,0.5679849
7742915,25744536,1,1,0.5314267
13871243,130234737,2,0,0.5616827
5172010,1696578576,1,0,0.5397643
5172010,1696578576,2,0,0.5347553
4704417,29933307,2,0,0.6019957
9186813,68388106,1,0,0.53160745
13780236,5317915561,1,1,0.5440731
13780236,5317915561,2,1,0.6392633
7742915,25744536,2,1,0.59087
9186813,68388106,2,0,0.50061184
39600940,224832014,1,0,0.5137743
5173236,35966005,2,0,0.5667203
175606861,1716108755,1,1,0.6163098
4018156,21300851,2,1,0.6461639
4018156,21300851,1,0,0.540449
175606861,1716108755,2,1,0.60173374
4416337,2969228789,2,1,0.61072206
4416337,2969228789,1,1,0.55919236
4430789,25811533,2,1,0.57239383
305295761,195950092,2,1,0.5575319
305295761,195950092,1,0,0.61180574
32394155,364433145,1,1,0.537333
226279732,13676098,2,1,0.50412315
13884978,130569429,1,0,0.5597374
226279732,13676098,1,0,0.62521225
84730458,984078637,2,0,0.65431917
84730458,984078637,1,0,0.65431917
138839248,1522361481,1,1,0.5881366
138839248,1522361481,2,1,0.5784422
8119365,25422473,2,0,0.5571192
8119365,25422473,1,0,0.5351809
6117286,50605969,2,0,0.5101388
6117286,50605969,1,0,0.523327
23396298,253308984,1,0,0.5955525
265326341,81244539,2,1,0.52037495
3635535,18006602,2,1,0.6133104
14372058,140045855,2,1,0.6307197
5248460,36987542,1,1,0.61385596
13868542,27351517,1,1,0.52243793
31822437,356286880,1,1,0.52186733
31822437,356286880,2,0,0.5091279
13868542,27351517,2,1,0.50685847
23265598,683134443,2,1,0.6597192
23265598,683134443,1,1,0.64473706
5820364,383721997,1,0,0.57203436
5820364,383721997,2,1,0.5569877
5064264,34097363,2,1,0.5221057
5064264,34097363,1,1,0.5318567
74139434,877050359,1,1,0.5719252
468720690,1947324474,1,0,0.58251715
56249998,669074938,2,1,0.6387098
78167629,918203014,2,0,0.53253895
42637746,1762929286,2,0,0.5435037
6235510,18060000,2,0,0.6153584
74139434,877050359,2,1,0.62851316
22958288,2021941588,1,1,0.53533435
37573456,36664222,2,0,0.55077493
72299577,858977323,1,0,0.65431917
72299577,858977323,2,0,0.65431917
37573456,36664222,1,0,0.6015656
508825816,5147201240,1,0,0.6092169
508825816,5147201240,2,0,0.5295495
10605563,92746125,2,1,0.531213
10605563,92746125,1,1,0.6728245
4259887,2258963244,2,0,0.5919969
2971872,13892806,2,1,0.6030059
2971872,13892806,1,1,0.6271077
327402379,18126526,2,1,0.59110194
327402379,18126526,1,1,0.60336494
4482524,2725599240,1,1,0.5367525
4482524,2725599240,2,1,0.5235356
23076141,249080665,1,0,0.5274789
13005031,290025631,1,1,0.6150702
3979084,1461732155,2,1,0.61441624
9941293,420888692,1,1,0.61561966
9941293,420888692,2,0,0.505212
4339255,921180000,2,1,0.51729697
4339255,921180000,1,1,0.54220706
27292988,2935899389,2,1,0.58202535
4412309,623899313,1,0,0.51576895
38110243,115701547,1,1,0.639271
24457889,147857210,1,0,0.6086479
24457889,147857210,2,0,0.53404224
38110243,115701547,2,1,0.556246
217241358,438170636,2,1,0.5008971
217241358,438170636,1,0,0.5266246
3370738,872697413,1,1,0.6112465
3370738,872697413,2,1,0.5898801
4861138,31369034,2,1,0.5081343
10376127,88305845,2,0,0.5366724
10376127,88305845,1,1,0.6295005
4861138,31369034,1,0,0.55369645
10320864,87345293,1,1,0.52222234
10320864,87345293,2,0,0.6085435
38819790,53334308,2,1,0.5225931
7955196,59351085,2,0,0.52638894
4253273,5379469995,2,1,0.6055827
4253273,5379469995,1,1,0.53719187
4302810,1984439012,1,0,0.5230722
27292964,339822501,1,1,0.5995035
27292964,339822501,2,0,0.73427856
4302810,1984439012,2,1,0.5237101
9238544,5167435630,1,0,0.5614035
9238544,5167435630,2,0,0.50668573
22753536,244163696,2,1,0.52328765
22753536,244163696,1,1,0.5237192
478182060,671453758,1,0,0.5327685
25966218,283267055,2,1,0.50936174
6069981,49988150,1,1,0.619604
4492322,36188366,2,1,0.56228626
4492322,36188366,1,1,0.63487995
6069981,49988150,2,1,0.6064226
25966218,283267055,1,1,0.57273257
4303114,621392508,2,0,0.5079561
4303114,621392508,1,1,0.54817206
8609831,61272987,1,1,0.56154555
8609831,61272987,2,1,0.55370176
4267973,25618454,1,1,0.51669043
4267973,25618454,2,0,0.6240184
20920665,224753323,1,0,0.53309274
146467308,1046250945,2,1,0.5314011
146467308,1046250945,1,1,0.5619151
20920665,224753323,2,1,0.6420307
16788697,173711674,1,0,0.5636245
238650068,243682749,1,1,0.5489427
238650068,243682749,2,1,0.53104573
16788697,173711674,2,0,0.52254474
42955676,1953814209,1,0,0.55952
42955676,1953814209,2,0,0.53171355
8124491,256772894,1,0,0.60548854
4275478,253263158,1,0,0.5178187
8124491,256772894,2,0,0.5533754
8392299,26388730,1,1,0.6056616
77238757,5339772738,1,1,0.50837773
8392299,26388730,2,1,0.64399886
8315138,3205374265,2,1,0.52054393
315654276,191047674,2,1,0.6459087
315654276,191047674,1,0,0.5015802
8315138,3205374265,1,1,0.6350647
5729084,43409264,2,0,0.51269305
5729084,43409264,1,0,0.514017
10499568,1894287779,1,0,0.65431917
10499568,1894287779,2,0,0.65431917
5060037,3927993533,1,0,0.5447007
4300093,442662308,1,0,0.572267
4041326,21394432,1,1,0.5725766
4041326,21394432,2,1,0.5318947
4300093,442662308,2,1,0.5667999
22560326,610218640,1,1,0.61817116
205885618,2158745453,1,0,0.61689204
13866002,130153806,2,0,0.50491405
13866002,130153806,1,1,0.5281629
205885618,2158745453,2,0,0.61090857
13853926,129941894,1,0,0.65431917
13853926,129941894,2,0,0.65431917
4262436,306477622,2,0,0.6071807
4262436,306477622,1,1,0.62701905
24538726,1759945493,2,1,0.53441876
24538726,1759945493,1,1,0.55424577
20328244,215867430,1,0,0.5421787
26555692,2583040792,2,1,0.5896876
26555692,2583040792,1,1,0.56262267
20328244,215867430,2,0,0.56242454
509188820,5387142193,1,1,0.5588234
509188820,5387142193,2,1,0.5014807
9371965,2050267916,1,1,0.5023128
4940897,32549292,1,1,0.5073068
23182787,2525034876,2,1,0.5212861
23182787,2525034876,1,1,0.5300797
4276371,730020122,1,0,0.5802258
